datetime,iso_code,continent,location,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2021-05-13,ALB,Europe,Albania,638338.0,22.22,15.5,6.72
2021-05-14,ALB,Europe,Albania,653330.0,22.74,15.61,7.13
2021-05-17,ALB,Europe,Albania,680083.0,23.67,15.91,7.77
2021-05-18,ALB,Europe,Albania,688947.0,23.98,16.02,7.96
2021-05-19,ALB,Europe,Albania,697811.0,24.29,16.13,8.16
2021-05-20,ALB,Europe,Albania,703743.0,24.5,16.22,8.27
2021-05-21,ALB,Europe,Albania,708846.0,24.67,16.33,8.34
2021-05-23,ALB,Europe,Albania,716616.0,24.94,16.46,8.49
2021-05-24,ALB,Europe,Albania,725135.0,25.24,16.54,8.7
2021-05-26,ALB,Europe,Albania,748986.0,26.07,16.7,9.37
2021-05-27,ALB,Europe,Albania,759043.0,26.42,16.77,9.65
2021-05-30,ALB,Europe,Albania,772204.0,26.88,16.89,9.99
2021-05-31,ALB,Europe,Albania,776461.0,27.03,16.92,10.11
2021-06-01,ALB,Europe,Albania,780342.0,27.16,16.95,10.21
2021-06-03,ALB,Europe,Albania,787321.0,27.4,17.06,10.35
2021-06-06,ALB,Europe,Albania,798624.0,27.8,17.14,10.65
2021-06-07,ALB,Europe,Albania,803682.0,27.97,17.17,10.8
2021-06-08,ALB,Europe,Albania,809992.0,28.19,17.21,10.98
2021-06-09,ALB,Europe,Albania,816556.0,28.42,17.27,11.16
2021-06-10,ALB,Europe,Albania,823053.0,28.65,17.35,11.3
2021-06-11,ALB,Europe,Albania,830281.0,28.9,17.46,11.44
2021-06-12,ALB,Europe,Albania,834868.0,29.06,17.53,11.53
2021-06-13,ALB,Europe,Albania,836430.0,29.11,17.55,11.56
2021-06-14,ALB,Europe,Albania,842535.0,29.33,17.67,11.65
2021-06-15,ALB,Europe,Albania,848430.0,29.53,17.68,11.85
2021-06-16,ALB,Europe,Albania,854227.0,29.73,17.73,12.01
2021-06-17,ALB,Europe,Albania,862628.0,30.03,17.79,12.23
2021-06-20,ALB,Europe,Albania,880912.0,30.66,17.96,12.71
2021-06-21,ALB,Europe,Albania,890052.0,30.98,18.09,12.89
2021-06-22,ALB,Europe,Albania,901429.0,31.38,18.3,13.07
2021-06-23,ALB,Europe,Albania,912874.0,31.77,18.53,13.25
2021-06-24,ALB,Europe,Albania,922886.0,32.12,18.69,13.43
2021-06-28,ALB,Europe,Albania,943439.0,32.84,19.05,13.79
2021-06-29,ALB,Europe,Albania,955498.0,33.26,19.36,13.9
2021-06-30,ALB,Europe,Albania,968034.0,33.69,19.65,14.05
2021-07-01,ALB,Europe,Albania,974486.0,33.92,19.74,14.18
2021-07-02,ALB,Europe,Albania,981499.0,34.16,19.82,14.35
2021-07-04,ALB,Europe,Albania,988550.0,34.41,19.9,14.51
2021-07-05,ALB,Europe,Albania,994081.0,34.6,19.99,14.62
2021-07-06,ALB,Europe,Albania,1000063.0,34.81,20.08,14.73
2021-07-07,ALB,Europe,Albania,1005663.0,35.0,20.17,14.83
2021-07-08,ALB,Europe,Albania,1011297.0,35.2,20.26,14.94
2021-07-09,ALB,Europe,Albania,1016554.0,35.38,20.36,15.03
2021-07-10,ALB,Europe,Albania,1021408.0,35.55,20.44,15.11
2021-07-11,ALB,Europe,Albania,1022802.0,35.6,20.46,15.14
2021-07-12,ALB,Europe,Albania,1029234.0,35.83,20.55,15.27
2021-07-13,ALB,Europe,Albania,1035667.0,36.05,20.62,15.43
2021-07-14,ALB,Europe,Albania,1043499.0,36.32,20.7,15.62
2021-07-15,ALB,Europe,Albania,1052108.0,36.62,20.78,15.84
2021-07-16,ALB,Europe,Albania,1060042.0,36.9,20.86,16.03
2021-07-17,ALB,Europe,Albania,1067135.0,37.14,20.94,16.2
2021-07-18,ALB,Europe,Albania,1069365.0,37.22,20.97,16.25
2021-07-20,ALB,Europe,Albania,1082424.0,37.68,21.22,16.46
2021-07-21,ALB,Europe,Albania,1095453.0,38.13,21.46,16.67
2021-07-22,ALB,Europe,Albania,1109785.0,38.63,21.74,16.89
2021-07-25,ALB,Europe,Albania,1138771.0,39.64,22.28,17.36
2021-07-29,ALB,Europe,Albania,1179769.0,41.06,23.0,18.07
2021-07-30,ALB,Europe,Albania,1190847.0,41.45,23.17,18.28
2021-07-31,ALB,Europe,Albania,1198933.0,41.73,23.33,18.4
2021-08-01,ALB,Europe,Albania,1203087.0,41.88,23.42,18.46
2021-08-02,ALB,Europe,Albania,1212761.0,42.21,23.6,18.62
2021-08-03,ALB,Europe,Albania,1221640.0,42.52,23.78,18.75
2021-08-04,ALB,Europe,Albania,1229405.0,42.79,23.94,18.85
2021-08-05,ALB,Europe,Albania,1238036.0,43.09,24.12,18.97
2021-08-08,ALB,Europe,Albania,1259952.0,43.86,24.59,19.27
2021-08-10,ALB,Europe,Albania,1280239.0,44.56,25.07,19.49
2021-08-13,ALB,Europe,Albania,1309995.0,45.6,25.85,19.75
2021-08-15,ALB,Europe,Albania,1321198.0,45.99,26.14,19.85
2021-08-16,ALB,Europe,Albania,1330754.0,46.32,26.38,19.94
2021-08-17,ALB,Europe,Albania,1340339.0,46.65,26.63,20.03
2021-08-19,ALB,Europe,Albania,1358228.0,47.28,27.05,20.23
2021-08-21,ALB,Europe,Albania,1373349.0,47.8,27.35,20.45
2021-08-22,ALB,Europe,Albania,1376763.0,47.92,27.41,20.51
2021-08-23,ALB,Europe,Albania,1386713.0,48.27,27.59,20.68
2021-08-24,ALB,Europe,Albania,1396390.0,48.61,27.76,20.85
2021-08-25,ALB,Europe,Albania,1405653.0,48.93,27.93,21.0
2021-08-26,ALB,Europe,Albania,1415907.0,49.28,28.1,21.18
2021-08-27,ALB,Europe,Albania,1427977.0,49.7,28.28,21.42
2021-08-29,ALB,Europe,Albania,1444764.0,50.29,28.51,21.78
2021-08-30,ALB,Europe,Albania,1458048.0,50.75,28.69,22.06
2021-08-31,ALB,Europe,Albania,1472316.0,51.25,28.9,22.34
2021-09-01,ALB,Europe,Albania,1485250.0,51.7,29.12,22.58
2021-09-02,ALB,Europe,Albania,1499898.0,52.21,29.39,22.82
2021-09-06,ALB,Europe,Albania,1539232.0,53.58,30.12,23.46
2021-09-07,ALB,Europe,Albania,1553626.0,54.08,30.36,23.72
2021-09-08,ALB,Europe,Albania,1567313.0,54.55,30.61,23.94
2021-09-09,ALB,Europe,Albania,1579402.0,54.98,30.84,24.14
2021-09-10,ALB,Europe,Albania,1589575.0,55.33,31.01,24.32
2021-09-11,ALB,Europe,Albania,1598196.0,55.63,31.17,24.46
2021-09-12,ALB,Europe,Albania,1601552.0,55.75,31.22,24.53
2021-09-13,ALB,Europe,Albania,1610157.0,56.05,31.36,24.69
2021-09-14,ALB,Europe,Albania,1618111.0,56.32,31.49,24.84
2021-09-15,ALB,Europe,Albania,1625636.0,56.58,31.61,24.97
2021-09-16,ALB,Europe,Albania,1632986.0,56.84,31.72,25.12
2021-09-17,ALB,Europe,Albania,1640239.0,57.09,31.83,25.26
2021-09-19,ALB,Europe,Albania,1649884.0,57.43,31.96,25.46
2021-09-20,ALB,Europe,Albania,1657595.0,57.7,32.06,25.64
2021-09-21,ALB,Europe,Albania,1665590.0,57.98,32.15,25.82
2021-09-22,ALB,Europe,Albania,1674093.0,58.27,32.25,26.02
2021-09-23,ALB,Europe,Albania,1683644.0,58.6,32.36,26.25
2021-09-24,ALB,Europe,Albania,1693555.0,58.95,32.46,26.49
2021-09-27,ALB,Europe,Albania,1715133.0,59.7,32.68,27.02
2021-09-28,ALB,Europe,Albania,1723996.0,60.01,32.77,27.24
2021-09-29,ALB,Europe,Albania,1732549.0,60.31,32.86,27.45
2021-09-30,ALB,Europe,Albania,1741373.0,60.61,32.95,27.67
2021-10-01,ALB,Europe,Albania,1749106.0,60.88,33.02,27.87
2021-10-02,ALB,Europe,Albania,1756040.0,61.12,33.09,28.03
2021-10-04,ALB,Europe,Albania,1764714.0,61.43,33.17,28.26
2021-10-05,ALB,Europe,Albania,1771542.0,61.66,33.24,28.42
2021-10-06,ALB,Europe,Albania,1778093.0,61.89,33.32,28.58
2021-10-07,ALB,Europe,Albania,1783984.0,62.1,33.38,28.72
2021-10-08,ALB,Europe,Albania,1789592.0,62.29,33.44,28.85
2021-10-09,ALB,Europe,Albania,1795351.0,62.49,33.49,29.0
2021-10-12,ALB,Europe,Albania,1810433.0,63.02,33.7,29.32
2021-10-13,ALB,Europe,Albania,1816580.0,63.23,33.79,29.44
2021-10-17,ALB,Europe,Albania,1836856.0,63.94,34.1,29.84
2021-10-18,ALB,Europe,Albania,1842661.0,64.14,34.2,29.94
2021-10-19,ALB,Europe,Albania,1848634.0,64.35,34.3,30.05
2021-10-20,ALB,Europe,Albania,1854615.0,64.55,34.4,30.15
2021-10-21,ALB,Europe,Albania,1860335.0,64.75,34.51,30.25
2021-10-22,ALB,Europe,Albania,1865942.0,64.95,34.61,30.33
2021-10-24,ALB,Europe,Albania,1873903.0,65.23,34.74,30.48
2021-10-25,ALB,Europe,Albania,1879391.0,65.42,34.84,30.57
2021-10-27,ALB,Europe,Albania,1891041.0,65.82,35.08,30.75
2021-10-28,ALB,Europe,Albania,1896652.0,66.02,35.19,30.83
2021-10-29,ALB,Europe,Albania,1901824.0,66.2,35.29,30.9
2021-11-01,ALB,Europe,Albania,1909861.0,66.48,35.44,31.04
2021-11-03,ALB,Europe,Albania,1926604.0,67.06,35.68,31.28
2021-11-06,ALB,Europe,Albania,1944676.0,67.69,35.91,31.5
2021-11-07,ALB,Europe,Albania,1947148.0,67.78,35.94,31.53
2021-11-09,ALB,Europe,Albania,1963359.0,68.34,36.11,31.7
2021-11-10,ALB,Europe,Albania,1971973.0,68.64,36.2,31.8
2021-11-11,ALB,Europe,Albania,1980231.0,68.93,36.28,31.9
2021-11-14,ALB,Europe,Albania,2000104.0,69.62,36.47,32.17
2021-11-16,ALB,Europe,Albania,2016954.0,70.21,36.6,32.39
2021-11-17,ALB,Europe,Albania,2025561.0,70.5,36.67,32.5
2021-11-18,ALB,Europe,Albania,2033766.0,70.79,36.75,32.6
2021-11-21,ALB,Europe,Albania,2050342.0,71.37,36.89,32.82
2021-11-24,ALB,Europe,Albania,2074670.0,72.21,37.1,33.11
2021-11-25,ALB,Europe,Albania,2081782.0,72.46,37.17,33.19
2021-11-28,ALB,Europe,Albania,2096897.0,72.99,37.31,33.4
2021-11-30,ALB,Europe,Albania,2101039.0,73.13,37.34,33.45
2021-12-01,ALB,Europe,Albania,2111797.0,73.51,37.43,33.62
2021-12-03,ALB,Europe,Albania,2130714.0,74.17,37.61,33.83
2021-12-05,ALB,Europe,Albania,2141863.0,74.55,37.73,33.96
2021-01-29,DZA,Africa,Algeria,0.0,0.0,0.0,
2021-01-30,DZA,Africa,Algeria,30.0,0.0,0.0,
2021-02-19,DZA,Africa,Algeria,75000.0,0.17,0.17,
2021-08-20,DZA,Africa,Algeria,4146091.0,9.29,7.67,1.62
2021-09-04,DZA,Africa,Algeria,8000000.0,17.93,11.21,6.72
2021-09-12,DZA,Africa,Algeria,9989662.0,22.39,13.03,
2021-09-25,DZA,Africa,Algeria,10049978.0,22.53,13.49,9.04
2021-10-24,DZA,Africa,Algeria,11080739.0,24.84,14.18,10.65
2021-10-27,DZA,Africa,Algeria,11148720.0,24.99,14.24,10.75
2021-10-30,DZA,Africa,Algeria,11179354.0,25.06,14.26,10.79
2021-11-02,DZA,Africa,Algeria,11271319.0,25.26,14.34,10.92
2021-11-08,DZA,Africa,Algeria,11316115.0,25.36,14.39,10.98
2021-11-13,DZA,Africa,Algeria,11376816.0,25.5,14.45,11.05
2021-11-21,DZA,Africa,Algeria,12008974.0,26.92,15.01,11.88
2021-11-22,DZA,Africa,Algeria,12032500.0,26.97,15.02,11.91
2021-11-25,DZA,Africa,Algeria,12076870.0,27.07,15.05,11.97
2021-11-29,DZA,Africa,Algeria,12145830.0,27.22,15.11,12.06
2021-11-30,DZA,Africa,Algeria,12293060.0,27.55,15.41,12.08
2021-01-25,AND,Europe,Andorra,576.0,0.74,0.74,
2021-02-01,AND,Europe,Andorra,1036.0,1.34,1.34,
2021-02-10,AND,Europe,Andorra,1291.0,1.67,1.67,
2021-02-12,AND,Europe,Andorra,1622.0,2.1,2.1,
2021-02-19,AND,Europe,Andorra,2141.0,2.77,2.77,
2021-02-24,AND,Europe,Andorra,2390.0,3.09,3.09,
2021-03-08,AND,Europe,Andorra,3611.0,4.67,3.15,1.52
2021-03-10,AND,Europe,Andorra,4914.0,6.35,4.72,1.63
2021-03-15,AND,Europe,Andorra,8363.0,10.81,9.18,1.64
2021-04-05,AND,Europe,Andorra,15269.0,19.74,12.64,5.8
2021-04-19,AND,Europe,Andorra,26414.0,34.15,28.1,6.05
2021-04-26,AND,Europe,Andorra,28503.0,36.85,30.8,6.05
2021-05-03,AND,Europe,Andorra,28881.0,37.34,31.26,6.07
2021-05-10,AND,Europe,Andorra,31633.0,40.89,34.82,6.08
2021-05-17,AND,Europe,Andorra,32317.0,41.78,35.7,6.08
2021-05-31,AND,Europe,Andorra,35916.0,46.43,35.7,10.73
2021-06-07,AND,Europe,Andorra,41473.0,53.61,39.47,14.14
2021-06-14,AND,Europe,Andorra,51107.0,66.07,44.79,21.22
2021-06-21,AND,Europe,Andorra,63265.0,81.79,49.99,31.8
2021-06-28,AND,Europe,Andorra,68329.0,88.33,53.93,34.4
2021-07-12,AND,Europe,Andorra,70018.0,90.52,55.6,34.92
2021-07-19,AND,Europe,Andorra,82349.0,106.46,62.63,43.83
2021-08-01,AND,Europe,Andorra,86320.0,111.59,65.6,45.99
2021-08-15,AND,Europe,Andorra,91660.0,118.49,65.99,52.51
2021-08-29,AND,Europe,Andorra,95918.0,124.0,68.4,55.6
2021-09-26,AND,Europe,Andorra,102032.0,131.9,70.21,61.69
2021-10-03,AND,Europe,Andorra,102692.0,132.76,70.3,62.45
2021-10-31,AND,Europe,Andorra,104534.0,135.14,71.1,64.04
2021-03-01,AGO,Africa,Angola,0.0,0.0,0.0,
2021-03-08,AGO,Africa,Angola,6169.0,0.02,0.02,
2021-03-18,AGO,Africa,Angola,49000.0,0.14,0.14,
2021-03-24,AGO,Africa,Angola,87022.0,0.26,0.26,
2021-03-29,AGO,Africa,Angola,130750.0,0.39,0.39,
2021-04-06,AGO,Africa,Angola,181578.0,0.54,0.54,
2021-04-11,AGO,Africa,Angola,245442.0,0.72,0.72,
2021-04-19,AGO,Africa,Angola,395447.0,1.17,1.17,
2021-04-23,AGO,Africa,Angola,456349.0,1.34,1.34,
2021-05-12,AGO,Africa,Angola,626572.0,1.85,1.73,0.12
2021-05-18,AGO,Africa,Angola,681502.0,2.01,1.79,0.22
2021-05-21,AGO,Africa,Angola,757535.0,2.23,1.86,0.37
2021-05-26,AGO,Africa,Angola,859979.0,2.53,1.95,0.58
2021-05-31,AGO,Africa,Angola,909215.0,2.68,2.0,0.68
2021-06-08,AGO,Africa,Angola,1115919.0,3.29,2.18,1.11
2021-06-10,AGO,Africa,Angola,1222630.0,3.6,2.28,1.32
2021-06-15,AGO,Africa,Angola,1314375.0,3.87,2.42,1.45
2021-06-20,AGO,Africa,Angola,1380174.0,4.07,2.55,1.51
2021-06-24,AGO,Africa,Angola,1432699.0,4.22,2.68,1.54
2021-06-28,AGO,Africa,Angola,1488292.0,4.39,2.78,1.61
2021-07-05,AGO,Africa,Angola,1513460.0,4.46,2.8,1.66
2021-07-12,AGO,Africa,Angola,1558201.0,4.59,2.82,1.77
2021-07-19,AGO,Africa,Angola,1592537.0,4.69,2.82,1.87
2021-08-03,AGO,Africa,Angola,1680059.0,4.95,2.86,2.09
2021-08-09,AGO,Africa,Angola,1695588.0,5.0,2.87,2.13
2021-08-16,AGO,Africa,Angola,1727488.0,5.09,2.95,2.14
2021-08-20,AGO,Africa,Angola,1754073.0,5.17,3.02,2.15
2021-08-25,AGO,Africa,Angola,1841568.0,5.43,3.27,2.15
2021-09-01,AGO,Africa,Angola,2086325.0,6.15,3.44,2.71
2021-09-11,AGO,Africa,Angola,2469333.0,7.28,4.45,2.82
2021-09-19,AGO,Africa,Angola,2820134.0,8.31,5.41,2.9
2021-09-26,AGO,Africa,Angola,3134137.0,9.24,6.27,2.97
2021-10-08,AGO,Africa,Angola,4074677.0,12.01,8.44,3.57
2021-10-14,AGO,Africa,Angola,4448653.0,13.11,9.31,3.8
2021-10-18,AGO,Africa,Angola,5224697.0,15.4,11.16,4.24
2021-10-20,AGO,Africa,Angola,5661085.0,16.68,12.16,4.52
2021-10-26,AGO,Africa,Angola,6164219.0,18.17,13.26,4.91
2021-11-02,AGO,Africa,Angola,6647925.0,19.59,14.28,5.31
2021-11-07,AGO,Africa,Angola,7246966.0,21.36,15.53,5.83
2021-11-11,AGO,Africa,Angola,7806481.0,23.01,17.1,5.91
2021-11-18,AGO,Africa,Angola,8231981.0,24.26,17.53,6.72
2021-11-21,AGO,Africa,Angola,8798259.0,25.93,18.11,7.82
2021-11-24,AGO,Africa,Angola,9026310.0,26.6,18.47,8.13
2021-12-06,AGO,Africa,Angola,10018061.0,29.52,19.86,9.67
2021-02-04,AIA,North America,Anguilla,0.0,0.0,0.0,
2021-02-13,AIA,North America,Anguilla,1341.0,8.87,8.87,
2021-02-14,AIA,North America,Anguilla,2762.0,18.26,18.26,
2021-02-26,AIA,North America,Anguilla,3929.0,25.98,25.98,
2021-03-09,AIA,North America,Anguilla,4700.0,31.07,31.07,
2021-03-13,AIA,North America,Anguilla,5000.0,33.06,33.06,
2021-03-19,AIA,North America,Anguilla,5348.0,35.36,35.36,
2021-04-12,AIA,North America,Anguilla,5835.0,38.58,38.58,
2021-04-22,AIA,North America,Anguilla,6898.0,45.61,40.43,5.18
2021-05-17,AIA,North America,Anguilla,13235.0,87.5,58.25,29.25
2021-05-28,AIA,North America,Anguilla,14443.0,95.49,59.53,35.96
2021-06-04,AIA,North America,Anguilla,14557.0,96.24,59.8,36.45
2021-06-11,AIA,North America,Anguilla,14937.0,98.76,60.29,38.47
2021-06-18,AIA,North America,Anguilla,15198.0,100.48,60.71,39.77
2021-06-25,AIA,North America,Anguilla,15789.0,104.39,61.25,43.14
2021-07-02,AIA,North America,Anguilla,16460.0,108.83,61.49,47.34
2021-07-09,AIA,North America,Anguilla,16951.0,112.07,61.63,50.45
2021-07-16,AIA,North America,Anguilla,17807.0,117.73,61.9,55.83
2021-07-23,AIA,North America,Anguilla,18001.0,119.01,62.14,56.88
2021-07-30,AIA,North America,Anguilla,18193.0,120.28,62.33,57.95
2021-08-06,AIA,North America,Anguilla,18457.0,122.03,62.76,59.27
2021-08-20,AIA,North America,Anguilla,18458.0,122.04,62.76,59.27
2021-09-03,AIA,North America,Anguilla,18471.0,122.12,62.76,59.36
2021-09-10,AIA,North America,Anguilla,18481.0,122.19,62.76,59.42
2021-09-17,AIA,North America,Anguilla,18565.0,122.74,62.8,59.95
2021-09-24,AIA,North America,Anguilla,18584.0,122.87,62.8,60.07
2021-10-01,AIA,North America,Anguilla,18704.0,123.66,63.13,60.54
2021-10-15,AIA,North America,Anguilla,18705.0,123.67,63.13,
2021-11-05,AIA,North America,Anguilla,18706.0,123.68,63.13,
2021-11-12,AIA,North America,Anguilla,18782.0,124.18,63.63,
2021-11-19,AIA,North America,Anguilla,19066.0,126.06,65.49,
2021-11-29,AIA,North America,Anguilla,19730.0,130.45,65.53,60.54
2021-12-01,AIA,North America,Anguilla,19914.0,131.66,66.37,60.91
2021-02-16,ATG,North America,Antigua and Barbuda,0.0,0.0,0.0,
2021-03-15,ATG,North America,Antigua and Barbuda,24164.0,24.48,24.48,
2021-03-19,ATG,North America,Antigua and Barbuda,25677.0,26.01,26.01,
2021-03-25,ATG,North America,Antigua and Barbuda,26424.0,26.76,26.76,
2021-03-31,ATG,North America,Antigua and Barbuda,26836.0,27.18,27.18,
2021-04-03,ATG,North America,Antigua and Barbuda,27032.0,27.38,27.38,
2021-04-14,ATG,North America,Antigua and Barbuda,27592.0,27.95,27.95,
2021-04-16,ATG,North America,Antigua and Barbuda,28414.0,28.78,28.78,
2021-04-17,ATG,North America,Antigua and Barbuda,28639.0,29.01,29.01,
2021-04-22,ATG,North America,Antigua and Barbuda,29754.0,30.14,30.14,
2021-05-07,ATG,North America,Antigua and Barbuda,31085.0,31.49,31.49,
2021-05-11,ATG,North America,Antigua and Barbuda,31262.0,31.66,31.66,
2021-05-17,ATG,North America,Antigua and Barbuda,34441.0,34.88,32.27,2.61
2021-05-21,ATG,North America,Antigua and Barbuda,39519.0,40.03,32.89,7.14
2021-05-25,ATG,North America,Antigua and Barbuda,42009.0,42.55,33.18,9.37
2021-05-26,ATG,North America,Antigua and Barbuda,44230.0,44.8,33.3,11.5
2021-05-27,ATG,North America,Antigua and Barbuda,45939.0,46.53,33.45,13.08
2021-05-29,ATG,North America,Antigua and Barbuda,48347.0,48.97,33.64,15.33
2021-05-31,ATG,North America,Antigua and Barbuda,50329.0,50.98,33.89,17.08
2021-06-03,ATG,North America,Antigua and Barbuda,51811.0,52.48,34.07,18.41
2021-06-06,ATG,North America,Antigua and Barbuda,55578.0,56.29,34.52,21.77
2021-06-07,ATG,North America,Antigua and Barbuda,57264.0,58.0,34.81,23.19
2021-06-09,ATG,North America,Antigua and Barbuda,58074.0,58.82,35.09,23.73
2021-06-12,ATG,North America,Antigua and Barbuda,58727.0,59.48,35.33,24.15
2021-06-15,ATG,North America,Antigua and Barbuda,59582.0,60.35,35.71,24.64
2021-06-17,ATG,North America,Antigua and Barbuda,62204.0,63.01,36.07,26.94
2021-06-20,ATG,North America,Antigua and Barbuda,62809.0,63.62,36.23,27.39
2021-06-29,ATG,North America,Antigua and Barbuda,63995.0,64.82,36.9,27.92
2021-07-01,ATG,North America,Antigua and Barbuda,64455.0,65.29,37.05,28.23
2021-07-04,ATG,North America,Antigua and Barbuda,64696.0,65.53,37.16,28.36
2021-07-06,ATG,North America,Antigua and Barbuda,64823.0,65.66,37.22,28.44
2021-07-08,ATG,North America,Antigua and Barbuda,65077.0,65.92,37.3,28.61
2021-07-09,ATG,North America,Antigua and Barbuda,65337.0,66.18,37.38,28.8
2021-07-13,ATG,North America,Antigua and Barbuda,65656.0,66.5,37.52,28.98
2021-07-15,ATG,North America,Antigua and Barbuda,65757.0,66.6,37.57,29.03
2021-07-18,ATG,North America,Antigua and Barbuda,66124.0,66.98,37.8,29.18
2021-07-20,ATG,North America,Antigua and Barbuda,66408.0,67.26,37.93,29.33
2021-07-21,ATG,North America,Antigua and Barbuda,66522.0,67.38,37.98,29.4
2021-07-22,ATG,North America,Antigua and Barbuda,67847.0,68.72,38.04,30.68
2021-07-25,ATG,North America,Antigua and Barbuda,68271.0,69.15,38.33,30.82
2021-07-28,ATG,North America,Antigua and Barbuda,68715.0,69.6,38.56,31.04
2021-07-29,ATG,North America,Antigua and Barbuda,68850.0,69.74,38.64,31.1
2021-08-02,ATG,North America,Antigua and Barbuda,69290.0,70.18,38.86,31.33
2021-08-04,ATG,North America,Antigua and Barbuda,69518.0,70.41,38.96,31.46
2021-08-07,ATG,North America,Antigua and Barbuda,69903.0,70.8,39.1,31.7
2021-08-10,ATG,North America,Antigua and Barbuda,70019.0,70.92,39.1,31.82
2021-08-14,ATG,North America,Antigua and Barbuda,71065.0,71.98,39.54,32.44
2021-08-16,ATG,North America,Antigua and Barbuda,71434.0,72.35,39.69,32.66
2021-08-19,ATG,North America,Antigua and Barbuda,71600.0,72.52,39.74,32.79
2021-08-22,ATG,North America,Antigua and Barbuda,72282.0,73.21,39.97,33.24
2021-08-24,ATG,North America,Antigua and Barbuda,72902.0,73.84,40.32,33.52
2021-08-28,ATG,North America,Antigua and Barbuda,73700.0,74.65,40.83,33.82
2021-08-30,ATG,North America,Antigua and Barbuda,74637.0,75.6,41.32,34.28
2021-08-31,ATG,North America,Antigua and Barbuda,75069.0,76.04,41.59,34.45
2021-09-07,ATG,North America,Antigua and Barbuda,77997.0,79.0,43.49,35.51
2021-09-10,ATG,North America,Antigua and Barbuda,79390.0,80.41,44.24,36.17
2021-09-13,ATG,North America,Antigua and Barbuda,79922.0,80.95,44.52,36.44
2021-09-17,ATG,North America,Antigua and Barbuda,81915.0,82.97,45.68,37.29
2021-09-24,ATG,North America,Antigua and Barbuda,89252.0,90.4,49.21,41.2
2021-09-28,ATG,North America,Antigua and Barbuda,93318.0,94.52,51.81,42.71
2021-10-02,ATG,North America,Antigua and Barbuda,96160.0,97.4,53.86,43.54
2021-10-04,ATG,North America,Antigua and Barbuda,97384.0,98.64,54.43,44.21
2021-10-06,ATG,North America,Antigua and Barbuda,97831.0,99.09,54.65,44.44
2021-10-09,ATG,North America,Antigua and Barbuda,98840.0,100.11,55.14,44.98
2021-10-13,ATG,North America,Antigua and Barbuda,99846.0,101.13,55.46,45.67
2021-10-16,ATG,North America,Antigua and Barbuda,101390.0,102.7,55.81,46.88
2021-10-19,ATG,North America,Antigua and Barbuda,102834.0,104.16,56.25,47.91
2021-10-23,ATG,North America,Antigua and Barbuda,104500.0,105.85,56.42,49.43
2021-10-26,ATG,North America,Antigua and Barbuda,105502.0,106.86,56.66,50.2
2021-10-30,ATG,North America,Antigua and Barbuda,106387.0,107.76,56.99,50.76
2021-11-05,ATG,North America,Antigua and Barbuda,108001.0,109.39,57.79,51.6
2021-11-08,ATG,North America,Antigua and Barbuda,111186.0,112.62,59.25,53.37
2021-11-16,ATG,North America,Antigua and Barbuda,115487.0,116.97,61.57,55.4
2021-11-21,ATG,North America,Antigua and Barbuda,116527.0,118.03,61.88,56.14
2021-11-23,ATG,North America,Antigua and Barbuda,117072.0,118.58,62.06,56.52
2021-11-26,ATG,North America,Antigua and Barbuda,117637.0,119.15,62.21,56.94
2021-12-02,ATG,North America,Antigua and Barbuda,118651.0,120.18,62.46,57.72
2021-01-20,ARG,South America,Argentina,247933.0,0.54,0.53,0.01
2021-01-21,ARG,South America,Argentina,265724.0,0.58,0.55,0.04
2021-01-22,ARG,South America,Argentina,279602.0,0.61,0.56,0.06
2021-01-23,ARG,South America,Argentina,288064.0,0.63,0.57,0.06
2021-01-24,ARG,South America,Argentina,292023.0,0.64,0.57,0.07
2021-01-25,ARG,South America,Argentina,292386.0,0.64,0.57,0.07
2021-01-26,ARG,South America,Argentina,305880.0,0.67,0.59,0.09
2021-01-27,ARG,South America,Argentina,318033.0,0.7,0.6,0.1
2021-01-28,ARG,South America,Argentina,327999.0,0.72,0.61,0.11
2021-01-29,ARG,South America,Argentina,344034.0,0.75,0.61,0.14
2021-01-30,ARG,South America,Argentina,366384.0,0.8,0.62,0.19
2021-02-01,ARG,South America,Argentina,375851.0,0.82,0.62,0.21
2021-02-03,ARG,South America,Argentina,396562.0,0.87,0.62,0.25
2021-02-04,ARG,South America,Argentina,444018.0,0.97,0.65,0.32
2021-02-06,ARG,South America,Argentina,471383.0,1.03,0.67,0.36
2021-02-07,ARG,South America,Argentina,501152.0,1.1,0.7,0.4
2021-02-08,ARG,South America,Argentina,511582.0,1.12,0.71,0.41
2021-02-09,ARG,South America,Argentina,513178.0,1.13,0.71,0.42
2021-02-10,ARG,South America,Argentina,535303.0,1.17,0.74,0.43
2021-02-11,ARG,South America,Argentina,572928.0,1.26,0.8,0.46
2021-02-12,ARG,South America,Argentina,591632.0,1.3,0.81,0.49
2021-02-13,ARG,South America,Argentina,606245.0,1.33,0.81,0.51
2021-02-14,ARG,South America,Argentina,609605.0,1.34,0.82,0.52
2021-02-15,ARG,South America,Argentina,609791.0,1.34,0.82,0.52
2021-02-16,ARG,South America,Argentina,611169.0,1.34,0.82,0.52
2021-02-17,ARG,South America,Argentina,612322.0,1.34,0.82,0.52
2021-02-18,ARG,South America,Argentina,635583.0,1.39,0.86,0.53
